# Coluna1	Coluna2	Coluna3
-0.09660	-0.01610	0.06530
-0.09424	-0.01566	0.06630
-0.09350	-0.01524	0.06557
-0.09497	-0.01532	0.06366
-0.09370	-0.01529	0.06460
-0.09130	-0.01545	0.06540
-0.09058	-0.01549	0.06380
-0.08860	-0.01562	0.06400
-0.08673	-0.01563	0.06514
-0.08747	-0.01581	0.06386
-0.08840	-0.01595	0.05955
-0.08498	-0.00799	0.05602
-0.08145	0.00038	0.05276
-0.07828	0.00469	0.04832
-0.07560	0.00922	0.04281
-0.07610	0.01625	0.03630
-0.07457	0.02378	0.03067
-0.07183	0.02723	0.02913
-0.06760	0.03190	0.02753
-0.06495	0.03700	0.02378
-0.06325	0.04065	0.02205
-0.05989	0.04441	0.02225
-0.05701	0.04758	0.02090
-0.05682	0.04996	0.01775
-0.05272	0.05193	0.01896
-0.04490	0.05170	0.02470
-0.05368	0.05601	0.02371
-0.05760	0.05837	0.02684
-0.05027	0.06663	0.03170
-0.04325	0.07642	0.03260
-0.04065	0.08425	0.03155
-0.03037	0.11088	0.02704
-0.02458	0.11288	0.02736
-0.02290	0.10362	0.03079
-0.01997	0.10329	0.03241
-0.01690	0.09940	0.03400
-0.01346	0.09216	0.03856
-0.01204	0.08867	0.03956
-0.01030	0.08177	0.04139
-0.00752	0.08559	0.04149
-0.01035	0.10020	0.03865
-0.02437	0.07391	0.04819
-0.03757	0.04236	0.06723
-0.04482	0.02688	0.07517
-0.04820	0.02145	0.07189
-0.04995	0.01715	0.07200
-0.05226	0.01149	0.07187
-0.05638	0.00859	0.07052
-0.05582	0.00549	0.07172
-0.06182	0.00211	0.07143
-0.08325	0.00080	0.06525
-0.08649	-0.00580	0.06807
-0.09612	-0.01375	0.07225
-0.10519	-0.01826	0.07575
-0.10652	-0.02220	0.07960
-0.10770	-0.02835	0.08420
-0.10702	-0.03600	0.08544
-0.10620	-0.04110	0.08627
-0.10598	-0.04436	0.08588
-0.10389	-0.04711	0.08561
-0.10065	-0.04775	0.08625
-0.09897	-0.04831	0.08589
-0.09790	-0.04740	0.08357
-0.09837	-0.05517	0.08345
-0.09827	-0.06419	0.08607
-0.09665	-0.06315	0.08560
-0.09953	-0.06223	0.07976
-0.10218	-0.06158	0.07436
-0.10438	-0.06108	0.07033
-0.10685	-0.06041	0.06619
-0.10920	-0.05995	0.06145
-0.11272	-0.06091	0.05402
-0.11286	-0.06183	0.05000
-0.11629	-0.06051	0.04062
-0.12426	-0.05771	0.02410
-0.13110	-0.05765	0.00885
-0.14106	-0.05962	-0.00482
-0.14397	-0.05271	-0.01690
-0.14752	-0.05309	-0.02092
-0.14297	-0.04511	-0.02486
-0.12810	-0.01090	-0.03580
-0.12507	0.01090	-0.03440
-0.08127	0.05359	-0.02314
-0.01855	0.10201	-0.01492
0.05596	0.14693	-0.00274
0.15635	0.19190	0.01675
0.23241	0.20648	0.01270
0.31928	0.23562	0.00054
0.42766	0.27473	-0.01932
0.54363	0.33550	-0.05468
0.66220	0.44045	-0.10385
0.79152	0.53412	-0.15151
0.90956	0.62931	-0.20278
1.00159	0.71858	-0.26776
1.06601	0.77849	-0.31099
1.08420	0.75505	-0.30095
1.01382	0.58586	-0.28864
0.89275	0.41573	-0.23488
0.74461	0.30958	-0.15577
0.57093	0.22854	-0.03816
0.38215	0.13590	0.12050
0.22163	0.05112	0.20688
0.12647	-0.00309	0.24479
0.05941	-0.04486	0.25995
-0.01048	-0.09219	0.25055
-0.06730	-0.13075	0.21440
-0.10120	-0.15216	0.17187
-0.12230	-0.16049	0.14819
-0.13500	-0.16307	0.12953
-0.14444	-0.16622	0.10804
-0.14780	-0.17165	0.09595
-0.14110	-0.18077	0.08689
-0.13286	-0.18576	0.07831
-0.12727	-0.19080	0.06899
-0.11784	-0.18928	0.05946
-0.10280	-0.16985	0.04935
-0.09641	-0.15162	0.03727
-0.09286	-0.13691	0.02746
-0.09248	-0.12541	0.02218
-0.09327	-0.11290	0.02202
-0.09090	-0.09840	0.02355
-0.09158	-0.08644	0.02157
-0.09237	-0.08044	0.02397
-0.09237	-0.07790	0.02418
-0.09282	-0.07492	0.02093
-0.09225	-0.07105	0.02010
-0.09027	-0.06692	0.01737
-0.09258	-0.06296	0.01351
-0.08747	-0.06009	0.01243
-0.07878	-0.05758	0.01311
-0.07925	-0.05370	0.01055
-0.07655	-0.05403	0.00908
-0.07371	-0.05171	0.00744
-0.07250	-0.04977	0.00605
-0.07086	-0.04863	0.00490
-0.06930	-0.04555	0.00230
-0.06912	-0.04652	-0.00037
-0.06521	-0.04361	-0.00142
-0.06369	-0.04178	-0.00169
-0.06315	-0.04177	-0.00332
-0.05845	-0.03880	-0.00505
-0.05713	-0.03920	-0.00765
-0.05565	-0.03830	-0.01057
-0.05289	-0.03360	-0.01293
-0.05083	-0.03173	-0.01494
-0.04975	-0.03145	-0.01710
-0.04563	-0.02833	-0.01870
-0.04402	-0.02456	-0.02176
-0.04238	-0.02404	-0.02358
-0.03944	-0.02360	-0.02544
-0.03765	-0.02105	-0.02990
-0.03386	-0.01810	-0.03052
-0.03305	-0.01497	-0.03354
-0.03133	-0.01292	-0.03663
-0.02876	-0.01194	-0.03758
-0.02765	-0.00900	-0.04040
-0.02227	-0.00598	-0.04487
-0.01682	-0.00522	-0.04806
-0.01166	-0.00493	-0.05171
-0.00517	-0.00084	-0.05618
0.00145	0.00010	-0.05985
0.00733	-0.00284	-0.06710
0.01492	0.00897	-0.07399
0.02178	0.01740	-0.07856
0.02492	0.01284	-0.08276
0.02835	0.01405	-0.08600
0.03784	0.02765	-0.09158
0.04649	0.03894	-0.10039
0.05342	0.04512	-0.10704
0.05645	0.04604	-0.11210
0.05780	0.04465	-0.11955
0.06685	0.04885	-0.12587
0.07326	0.05203	-0.13352
0.08211	0.06259	-0.14199
0.09523	0.07632	-0.15147
0.10515	0.07985	-0.16000
0.11269	0.08195	-0.16478
0.12336	0.08947	-0.17450
0.13188	0.09537	-0.18109
0.14364	0.10462	-0.18853
0.16270	0.12400	-0.20630
0.17087	0.12664	-0.21105
0.17817	0.12538	-0.22398
0.18310	0.12442	-0.23739
0.19189	0.12889	-0.24373
0.21110	0.14025	-0.25470
0.22458	0.14604	-0.27353
0.23082	0.14890	-0.28089
0.24278	0.15342	-0.28755
0.25645	0.17133	-0.30390
0.26090	0.19510	-0.32050
0.26670	0.19296	-0.33197
0.28522	0.21056	-0.34319
0.29931	0.22796	-0.35726
0.30686	0.23137	-0.36692
0.32070	0.23555	-0.36895
0.32710	0.24129	-0.38649
0.33617	0.25526	-0.39771
0.34211	0.25971	-0.39959
0.34502	0.26055	-0.40549
0.35520	0.27510	-0.41465
0.35960	0.28513	-0.41242
0.35717	0.29943	-0.41660
0.35127	0.30754	-0.41812
0.34325	0.30393	-0.41397
0.33475	0.30005	-0.41395
0.32858	0.29830	-0.40789
0.32238	0.29732	-0.40217
0.31443	0.29563	-0.39295
0.30615	0.29358	-0.37819
0.29840	0.29305	-0.36150
0.28523	0.28239	-0.34432
0.26815	0.27135	-0.33080
0.24762	0.26029	-0.31632
0.22605	0.24943	-0.29965
0.20545	0.23875	-0.28180
0.18502	0.22645	-0.25916
0.16719	0.21917	-0.23896
0.14828	0.20566	-0.21903
0.12553	0.18209	-0.19838
0.10460	0.16320	-0.18145
0.09075	0.15079	-0.16711
0.07447	0.13810	-0.15602
0.05801	0.12476	-0.14181
0.04122	0.11147	-0.12568
0.02270	0.09915	-0.11100
0.00929	0.08958	-0.09669
-0.00121	0.08387	-0.08128
-0.01060	0.07540	-0.06866
-0.01931	0.06606	-0.06063
-0.02790	0.05980	-0.05265
-0.03716	0.04967	-0.04572
-0.04490	0.04154	-0.03886
-0.05249	0.03772	-0.03328
-0.05916	0.03422	-0.02712
-0.06150	0.03155	-0.01825
-0.06342	0.02866	-0.01275
-0.06844	0.02406	-0.00809
-0.07414	0.02141	-0.00306
-0.07754	0.01972	0.00021
-0.07970	0.01530	0.00015
-0.08204	0.01197	0.00212
-0.08129	0.01096	0.00283
-0.08050	0.01066	0.00514
-0.08025	0.01037	0.00790
-0.07860	0.01010	0.00800
-0.08005	0.00662	0.00910
-0.08220	0.00551	0.01647
-0.08282	0.00560	0.02136
-0.08213	0.00610	0.02048
-0.08175	0.00580	0.02240
-0.08147	0.00208	0.02332
-0.08140	0.00115	0.02355
-0.08140	0.00115	0.02355
-0.08089	0.00102	0.02409
-0.07885	0.00050	0.02625
-0.07847	0.00043	0.02636
-0.08016	-0.00201	0.02650
-0.07995	-0.00480	0.02719
-0.07850	-0.00415	0.02740
-0.07850	-0.00415	0.02740
-0.07798	-0.00439	0.02912
-0.07909	-0.00656	0.02951
-0.08793	-0.00727	0.02727
-0.09651	-0.00491	0.02468
-0.09385	-0.00540	0.02545
-0.09385	-0.00540	0.02545
-0.09410	-0.00396	0.02555
-0.09483	-0.00610	0.02635
-0.09570	-0.00885	0.02660
-0.09380	-0.00920	0.02715
-0.09342	-0.00927	0.02726
-0.09467	-0.01195	0.02740
-0.09585	-0.01309	0.02786
-0.09514	-0.01278	0.02884
-0.09310	-0.01330	0.03100
-0.09272	-0.01337	0.03111
-0.09403	-0.01588	0.03136
-0.09496	-0.01846	0.03172
-0.09465	-0.01760	0.03160
-0.09465	-0.01760	0.03160
-0.09437	-0.02132	0.03252
-0.09430	-0.02225	0.03275
-0.09430	-0.02225	0.03275
-0.09430	-0.02225	0.03275
-0.09430	-0.02225	0.03275
-0.09154	-0.01909	0.03271
-0.09060	-0.01831	0.03238
-0.09059	-0.01842	0.03356
-0.09020	-0.01860	0.03485
-0.09020	-0.01860	0.03485
-0.08968	-0.01884	0.03657
-0.08862	-0.01632	0.03664
-0.08743	-0.01386	0.03714
-0.08776	-0.01509	0.03867
-0.09005	-0.01555	0.03700
-0.09057	-0.01531	0.03528
-0.09070	-0.01525	0.03485
-0.09070	-0.01525	0.03485
-0.09039	-0.01439	0.03473
-0.08915	-0.01095	0.03425
-0.08915	-0.01095	0.03425
-0.08902	-0.01094	0.03391
-0.08979	-0.01090	0.03482
-0.08866	-0.01121	0.03628
-0.08600	-0.01170	0.03705
-0.09426	-0.00651	0.03382
-0.09604	-0.00489	0.03461
-0.09471	-0.00476	0.03651
-0.09503	-0.00479	0.03552
-0.09555	-0.00455	0.03380
-0.09627	-0.00451	0.03540
-0.09652	-0.00357	0.03557
-0.09707	-0.00622	0.03604
-0.09838	-0.00873	0.03629
-0.09800	-0.00880	0.03640
-0.09700	-0.00912	0.03820
-0.09670	-0.00922	0.03859
-0.09685	-0.00916	0.03877
-0.09700	-0.00910	0.03895
-0.09700	-0.00910	0.03895
-0.09724	-0.00842	0.03939
-0.09743	-0.00819	0.03907
-0.09704	-0.00837	0.04036
-0.09627	-0.00862	0.04176
-0.09475	-0.00890	0.04220
-0.09495	-0.00882	0.04244
-0.09552	-0.00877	0.04309
-0.09552	-0.00898	0.04540
-0.09500	-0.00915	0.04635
-0.09500	-0.00915	0.04635
-0.09500	-0.00915	0.04635
-0.09495	-0.00917	0.04629
-0.09510	-0.00911	0.04647
-0.09480	-0.00901	0.04730
-0.09300	-0.00885	0.04990
-0.09300	-0.00885	0.04990
-0.09273	-0.00878	0.04936
-0.09396	-0.00917	0.05158
-0.09566	-0.01011	0.05574
-0.09390	-0.01075	0.05830
-0.09510	-0.01399	0.05934
-0.09633	-0.01738	0.05996
-0.09755	-0.02072	0.06072
-0.09882	-0.02303	0.06153
-0.09845	-0.02315	0.06150
-0.09745	-0.02319	0.06022
-0.09717	-0.02305	0.06032
-0.09714	-0.02290	0.06074
-0.09769	-0.02308	0.06029
-0.09985	-0.02360	0.05905
-0.10057	-0.02356	0.06065
-0.10189	-0.02282	0.06140
-0.10430	-0.02191	0.06101
-0.10100	-0.02272	0.06154
-0.09725	-0.02340	0.06270
-0.11155	-0.02013	0.05907
-0.11503	-0.01933	0.05819
-0.11199	-0.01989	0.05907
-0.11313	-0.01968	0.05874
-0.11275	-0.01975	0.05885
-0.11123	-0.02003	0.05929
-0.11002	-0.01984	0.05933
-0.11033	-0.01937	0.05893
-0.10972	-0.01962	0.05921
-0.10820	-0.01990	0.05965
-0.10820	-0.01990	0.05965
-0.10858	-0.01983	0.05954
-0.10744	-0.02004	0.05987
-0.10630	-0.02025	0.06020
-0.10630	-0.02025	0.06020
-0.10493	-0.01687	0.06015
-0.10363	-0.01610	0.05861
-0.10153	-0.01680	0.06473
-0.09942	-0.01761	0.07203
-0.10020	-0.01725	0.06945
-0.09825	-0.01723	0.06866
-0.09722	-0.01737	0.06911
-0.09798	-0.01723	0.06889
-0.09722	-0.01737	0.06911
-0.09570	-0.01765	0.06955
-0.09638	-0.01713	0.06863
-0.09617	-0.01707	0.06851
-0.09769	-0.01679	0.06807
-0.09472	-0.01642	0.06872
-0.08930	-0.01375	0.06945
-0.10488	-0.01088	0.06494
-0.10911	-0.00966	0.06449
-0.10626	-0.00960	0.06452
-0.10735	-0.00945	0.06290
-0.10735	-0.00945	0.06290
-0.10735	-0.00945	0.06290
-0.10735	-0.00945	0.06290
-0.10735	-0.00945	0.06290
-0.10748	-0.00939	0.06247
-0.10800	-0.00915	0.06075
-0.10800	-0.00915	0.06075
-0.10808	-0.00827	0.06038
-0.10860	-0.01077	0.06127
-0.10988	-0.01313	0.06194
-0.10950	-0.01320	0.06205
-0.10784	-0.01287	0.06304
-0.10844	-0.01546	0.06480
-0.10905	-0.01729	0.06622
-0.10826	-0.01717	0.06621
-0.10610	-0.01665	0.06745
-0.10472	-0.01315	0.06677
-0.10539	-0.01271	0.06805
-0.10637	-0.01313	0.06945
-0.10665	-0.01325	0.06985
-0.10665	-0.01325	0.06985
-0.10685	-0.01317	0.07009
-0.10705	-0.01309	0.07033
-0.10725	-0.01301	0.07057
-0.10701	-0.01317	0.07081
-0.10520	-0.01415	0.07075
-0.10500	-0.01423	0.07051
-0.10549	-0.01438	0.07014
-0.10387	-0.01399	0.07107
-0.10188	-0.01291	0.07177
-0.10040	-0.01015	0.07085
-0.10002	-0.01022	0.07096
-0.10159	-0.00992	0.07058
-0.10220	-0.00984	0.07018
-0.10237	-0.01000	0.06978
-0.10365	-0.01040	0.06890
-0.10213	-0.01068	0.06934
-0.10137	-0.01082	0.06956
-0.10175	-0.01075	0.06945
-0.10188	-0.01069	0.06902
-0.10240	-0.01045	0.06730
-0.10196	-0.01121	0.06662
-0.10062	-0.01083	0.06609
-0.09908	-0.00940	0.06561
-0.09794	-0.00529	0.06513
-0.09670	-0.00185	0.06465
-0.09698	-0.00229	0.06249
-0.09643	-0.00036	0.06120
-0.09216	0.00451	0.05851
-0.09238	0.00633	0.05374
-0.10140	0.00810	0.04985
-0.10015	0.01522	0.04682
-0.09844	0.02180	0.03982
-0.09691	0.02910	0.03479
-0.09370	0.03641	0.03124
-0.09130	0.04305	0.02480
-0.08880	0.04982	0.02143
-0.08889	0.05436	0.01607
-0.08873	0.05808	0.01059
-0.08733	0.06013	0.00977
-0.08610	0.05890	0.01285
-0.08591	0.05868	0.01431
-0.08516	0.05589	0.01673
-0.08214	0.06387	0.01776
-0.07544	0.07589	0.02212
-0.06880	0.07835	0.03515
-0.06964	0.09906	0.03979
-0.06734	0.10735	0.04196
-0.05791	0.11355	0.04361
-0.05114	0.13126	0.04235
-0.04950	0.15050	0.03935
-0.03715	0.16659	0.03916
-0.03567	0.16028	0.03939
-0.03729	0.14861	0.04103
-0.03517	0.14164	0.04361
-0.03715	0.13375	0.04410
-0.03607	0.12191	0.04642
-0.03488	0.11266	0.04954
-0.03594	0.10616	0.04993
-0.03919	0.09797	0.04942
-0.04290	0.08770	0.05100
-0.04658	0.07714	0.05560
-0.04985	0.06946	0.05786
-0.05081	0.06179	0.05964
-0.05536	0.05028	0.06099
-0.06460	0.04035	0.06250
-0.07055	0.03542	0.06814
-0.08538	0.02682	0.07031
-0.09736	0.01750	0.06996
-0.10198	0.01086	0.07096
-0.10820	0.00495	0.07380
-0.11275	-0.00180	0.07806
-0.11560	-0.00810	0.08195
-0.11773	-0.01092	0.08583
-0.11921	-0.01252	0.08825
-0.11895	-0.01720	0.08590
-0.11870	-0.01730	0.08560
-0.11871	-0.01966	0.08534
-0.11924	-0.02219	0.08380
-0.12004	-0.02380	0.08229
-0.12180	-0.02700	0.08105
-0.12008	-0.02736	0.08125
-0.12118	-0.02703	0.07830
-0.12320	-0.03014	0.07675
-0.12253	-0.03276	0.07726
-0.12285	-0.03260	0.07530
-0.12492	-0.03311	0.07469
-0.12622	-0.03587	0.06829
-0.12772	-0.03838	0.05955
-0.12912	-0.03723	0.05066
-0.12900	-0.03725	0.04050
-0.12772	-0.03842	0.03101
-0.13782	-0.03479	0.01555
-0.14733	-0.03143	0.00108
-0.15115	-0.03134	-0.01115
-0.15385	-0.03135	-0.02180
-0.14718	-0.03160	-0.01995
-0.13812	-0.00675	-0.02621
-0.12126	0.01750	-0.02491
-0.10564	0.04487	-0.01854
-0.08845	0.09650	-0.02150
-0.02521	0.13792	-0.00751
0.05224	0.17211	0.01755
0.13079	0.21212	0.02441
0.20599	0.24329	0.01605
0.28435	0.26570	0.00870
0.39439	0.32551	-0.01647
0.51515	0.39455	-0.04865
0.65229	0.47021	-0.08186
0.78952	0.56355	-0.12940
0.89550	0.66880	-0.19970
0.99164	0.76185	-0.26318
1.05710	0.82027	-0.27794
1.05896	0.77872	-0.27455
0.99346	0.62428	-0.26800
0.88165	0.44585	-0.22890
0.73652	0.34806	-0.14119
0.58016	0.26708	-0.01128
0.39456	0.17157	0.12644
0.22066	0.08408	0.22342
0.12350	0.02075	0.25865
0.06377	-0.02978	0.27028
-0.00437	-0.08175	0.25318
-0.06684	-0.11428	0.22283
-0.10571	-0.12278	0.19371
-0.12695	-0.12350	0.16625
-0.13569	-0.12458	0.14372
-0.14017	-0.12621	0.12590
-0.14710	-0.12985	0.10955
-0.15376	-0.13533	0.09196
-0.15360	-0.14055	0.07400
-0.14532	-0.14409	0.06240
-0.13117	-0.13555	0.05038
-0.11722	-0.12250	0.03852
-0.10641	-0.10925	0.03109
-0.09610	-0.09455	0.02710
-0.08464	-0.07993	0.02215
-0.08384	-0.06755	0.02031
-0.08879	-0.05904	0.01936
-0.09082	-0.05206	0.01698
-0.09010	-0.04665	0.01365
-0.08829	-0.04063	0.01147
-0.08839	-0.03433	0.00923
-0.08579	-0.02709	0.00957
-0.08337	-0.02034	0.00884
-0.08510	-0.01620	0.00345
-0.08493	-0.01233	0.00182
-0.08835	-0.00848	-0.00181
-0.09046	-0.00438	-0.00597
-0.08812	-0.00072	-0.00840
-0.08400	0.00240	-0.01000
-0.08224	0.00588	-0.01184
-0.07989	0.00950	-0.01412
-0.07935	0.01014	-0.01739
-0.07841	0.01105	-0.01996
-0.07465	0.01385	-0.02100
-0.07393	0.01381	-0.02260
-0.07218	0.01641	-0.02513
-0.07095	0.01817	-0.02706
-0.07086	0.01652	-0.02806
-0.06950	0.01695	-0.03055
-0.06499	0.02144	-0.03198
-0.06108	0.02184	-0.03439
-0.05893	0.02266	-0.03830
-0.05569	0.02499	-0.04105
-0.05185	0.02475	-0.04345
-0.04945	0.02659	-0.04697
-0.04672	0.02746	-0.04936
-0.04333	0.02566	-0.04968
-0.04055	0.02764	-0.05184
-0.03690	0.03350	-0.05570
-0.03258	0.03654	-0.05754
-0.02926	0.04231	-0.06243
-0.02679	0.04688	-0.06631
-0.02194	0.05072	-0.06716
-0.01580	0.05770	-0.07140
-0.01517	0.06100	-0.07738
-0.01167	0.06382	-0.08236
-0.00590	0.06562	-0.08413
-0.00341	0.06645	-0.08824
-0.00125	0.06925	-0.09440
0.00466	0.06998	-0.09651
0.00973	0.07117	-0.09994
0.01806	0.07335	-0.10623
0.02666	0.07762	-0.11341
0.03095	0.08355	-0.11875
0.04076	0.09003	-0.12562
0.04842	0.09162	-0.13319
0.05604	0.09551	-0.13800
0.06425	0.10109	-0.14389
0.07010	0.10375	-0.15520
0.07659	0.11047	-0.16223
0.08472	0.11570	-0.17346
0.09263	0.12313	-0.18456
0.09921	0.13281	-0.19423
0.10770	0.13670	-0.20460
0.12554	0.14155	-0.21045
0.13701	0.15251	-0.22242
0.15120	0.16716	-0.23469
0.16861	0.18047	-0.24485
0.17775	0.18730	-0.25700
0.18517	0.19101	-0.27330
0.19640	0.20059	-0.28914
0.20678	0.20707	-0.30030
0.21599	0.21536	-0.31011
0.22950	0.23160	-0.32365
0.24344	0.24204	-0.33907
0.25604	0.24976	-0.35135
0.26758	0.26073	-0.35832
0.27538	0.27529	-0.36603
0.28365	0.28770	-0.37820
0.29873	0.29143	-0.39308
0.30574	0.29057	-0.40396
0.31014	0.29970	-0.40902
0.31704	0.31251	-0.41491
0.32530	0.31910	-0.42570
0.34025	0.33221	-0.43157
0.34366	0.35189	-0.44535
0.34568	0.36538	-0.44933
0.35124	0.36951	-0.44211
0.34655	0.37265	-0.44350
0.34301	0.36967	-0.44182
0.33789	0.36491	-0.44116
0.33290	0.36486	-0.43910
0.32679	0.36708	-0.43565
0.32010	0.36415	-0.43000
0.31539	0.36316	-0.41201
0.30263	0.36699	-0.39976
0.28366	0.36348	-0.38775
0.26420	0.34965	-0.36941
0.24555	0.33830	-0.35120
0.22853	0.32861	-0.33227
0.21190	0.32061	-0.31496
0.19299	0.31025	-0.29462
0.17307	0.29404	-0.27364
0.15375	0.27840	-0.25540
0.13562	0.26647	-0.23450
0.11579	0.25600	-0.21469
0.09673	0.23956	-0.19577
0.07912	0.22010	-0.17943
0.06170	0.20345	-0.16555
0.04690	0.18858	-0.14475
0.03098	0.17609	-0.12502
0.01815	0.16642	-0.10979
0.00914	0.15547	-0.09816
0.00040	0.14510	-0.08740
-0.01024	0.13482	-0.07524
-0.02268	0.12441	-0.06536
-0.03325	0.11556	-0.05659
-0.03998	0.10892	-0.04731
-0.04680	0.10290	-0.04015
-0.05087	0.09682	-0.03489
-0.05636	0.08978	-0.02742
-0.06110	0.08277	-0.01993
-0.06485	0.07705	-0.01565
-0.06885	0.07385	-0.01185
-0.06947	0.06960	-0.00668
-0.07000	0.06889	-0.00106
-0.07172	0.07141	0.00094
-0.07271	0.06940	0.00268
-0.07425	0.06655	0.00545
-0.07414	0.06682	0.00762
-0.07678	0.06663	0.00892
-0.07792	0.06633	0.01256
-0.07895	0.06521	0.01431
-0.08235	0.06125	0.01355
-0.08249	0.06091	0.01683
-0.08222	0.06108	0.01718
-0.08362	0.06058	0.02007
-0.08502	0.05877	0.02530
-0.08490	0.05545	0.02630
-0.08476	0.05528	0.02791
-0.08241	0.05562	0.02995
-0.08168	0.05259	0.03236
-0.08298	0.04997	0.03379
-0.08260	0.04990	0.03390
-0.08260	0.04990	0.03390
-0.08278	0.05092	0.03429
-0.08288	0.04860	0.03458
-0.08340	0.04615	0.03420
-0.08340	0.04615	0.03420
-0.08340	0.04615	0.03420
-0.08371	0.04529	0.03432
-0.08278	0.04787	0.03396
-0.08185	0.05045	0.03360
-0.08185	0.05045	0.03360
-0.08029	0.05037	0.03460
-0.07817	0.05304	0.03400
-0.07758	0.05594	0.03282
-0.07765	0.05495	0.03325
-0.07765	0.05495	0.03325
-0.07641	0.05839	0.03277
-0.07610	0.05925	0.03265
-0.07610	0.05925	0.03265
-0.07670	0.05929	0.03245
-0.07910	0.05945	0.03165
-0.07910	0.05945	0.03165
-0.07952	0.05927	0.03225
-0.07994	0.05909	0.03285
-0.07980	0.05915	0.03265
-0.07980	0.05915	0.03265
-0.08032	0.05939	0.03093
-0.08096	0.05958	0.02996
-0.07956	0.05925	0.03115
-0.07830	0.05909	0.03073
-0.07920	0.05940	0.02890
-0.08148	0.05982	0.02824
-0.09032	0.06175	0.02505
-0.09508	0.06165	0.02635
-0.09287	0.06023	0.03006
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09390	0.06060	0.02780
-0.09294	0.06090	0.02846
-0.09198	0.06120	0.02912
-0.09230	0.06110	0.02890
-0.09230	0.06110	0.02890
-0.09230	0.06110	0.02890
-0.09381	0.06136	0.02792
-0.09652	0.05916	0.02692
-0.09797	0.05756	0.02714
-0.09815	0.05725	0.02805
-0.09683	0.05705	0.02873
-0.09652	0.05717	0.02938
-0.09639	0.05728	0.02968
-0.09656	0.05744	0.02977
-0.09675	0.05810	0.03015
-0.09588	0.05820	0.02965
-0.09878	0.05779	0.03373
-0.10126	0.05739	0.03709
-0.10115	0.05723	0.03699
-0.10120	0.05725	0.03705
-0.10184	0.05645	0.03625
-0.10152	0.05605	0.03765
-0.10141	0.05659	0.03926
-0.10147	0.05699	0.03988
-0.10095	0.05675	0.04160
-0.10095	0.05675	0.04160
-0.10057	0.05652	0.04275
-0.10028	0.05655	0.04403
-0.09974	0.05657	0.04499
-0.09770	0.05605	0.04715
-0.09770	0.05605	0.04715
-0.09827	0.05653	0.04850
-0.09884	0.05701	0.04985
-0.09811	0.05698	0.04971
-0.09595	0.05750	0.05095
-0.09715	0.05426	0.05199
-0.09783	0.05352	0.05214
-0.09669	0.05331	0.05247
-0.09555	0.05310	0.05280
-0.09555	0.05310	0.05280
-0.09335	0.05382	0.05460
-0.09280	0.05400	0.05505
-0.09280	0.05400	0.05505
-0.09280	0.05400	0.05505
-0.09280	0.05400	0.05505
-0.09304	0.05468	0.05549
-0.09364	0.05472	0.05529
-0.09240	0.05518	0.05611
-0.09336	0.05518	0.05664
-0.09570	0.05215	0.05735
-0.09152	0.05138	0.05856
-0.09874	0.05271	0.05647
-0.10406	0.05369	0.05493
-0.10048	0.05326	0.05612
-0.09870	0.05385	0.05725
-0.09870	0.05385	0.05725
-0.09832	0.05362	0.05840
-0.09790	0.05359	0.06011
-0.09762	0.05373	0.06021
-0.09610	0.05345	0.06065
-0.09558	0.05321	0.06237
-0.09720	0.05182	0.06236
-0.09835	0.05421	0.06045
-0.09707	0.05698	0.06180
-0.09670	0.05680	0.06370
-0.09886	0.05628	0.06246
-0.09881	0.05576	0.06203
-0.09656	0.05596	0.06340
-0.09799	0.05592	0.06309
-0.10015	0.05540	0.06185
-0.10015	0.05540	0.06185
-0.09921	0.05810	0.06086
-0.09793	0.06025	0.06250
-0.09729	0.05862	0.06464
-0.09945	0.05810	0.06340
-0.09945	0.05810	0.06340
-0.09942	0.05825	0.06382
-0.09939	0.05840	0.06424
-0.09978	0.05842	0.06399
-0.09940	0.05835	0.06410
-0.09550	0.06130	0.06439
-0.10126	0.06317	0.06369
-0.10505	0.06376	0.06377
-0.10252	0.06333	0.06411
-0.10290	0.06340	0.06400
-0.10286	0.06360	0.06456
-0.10291	0.06411	0.06594
-0.10513	0.06405	0.06594
-0.10655	0.06355	0.06470
-0.10655	0.06355	0.06470
-0.10779	0.06011	0.06518
-0.10849	0.05943	0.06401
-0.10888	0.05961	0.06272
-0.10875	0.05955	0.06315
-0.10875	0.05955	0.06315
-0.10879	0.05935	0.06259
-0.10766	0.05909	0.06278
-0.10652	0.05888	0.06311
-0.10690	0.05895	0.06300
-0.10690	0.05895	0.06300
-0.10634	0.05919	0.06220
-0.10620	0.05925	0.06200
-0.10620	0.05925	0.06200
-0.10651	0.05839	0.06212
-0.10775	0.05495	0.06260
-0.10827	0.05519	0.06088
-0.10840	0.05525	0.06045
-0.10840	0.05525	0.06045
-0.10841	0.05520	0.06031
-0.10845	0.05500	0.05975
-0.10693	0.05472	0.06019
-0.10641	0.05471	0.06010
-0.10683	0.05453	0.06070
-0.10719	0.05418	0.06119
-0.10695	0.05350	0.06075
-0.10765	0.05320	0.06175
-0.10609	0.05317	0.06148
-0.10453	0.05314	0.06121
-0.10518	0.05321	0.06087
-0.10570	0.05345	0.05915
-0.10550	0.05337	0.05891
